position,company,description,numreview,location,Latitude,Longitude
Data Scientist,Engage Partners,"<span id=""job_summary"" class=""summary""><p>One of our clients, a reputable company located in New York, NY area is seeking to hire a <b>Data Scientist </b>for a <b>perm direct hire position</b>. Our client is offering competitive salaries and excellent benefits. If you are looking for a position with a firm that values its employees, please apply now.</p><p>This role is a <b>Direct hire perm </b>position and is not open to third party vendors.</p><p><b>Summary: </b> The Data Scientist is responsible for exploring, examining, analyzing and visualizing data from multiple disparate sources to develop new products based on the data gathered; has strong business acumen, along with an effective ability to communicate findings to both business and technology leaders. The prime candidate will have the ability to analyze incoming data from multiple business domains and build a data platform upon which to build multiple data-driven applications. The person will be responsible for designing and implementing processes and layouts for complex, large-scale data sets used for aggregation, statistical and research purposes.</p><p><b>Essential Duties and Responsibilities</b><b>: </b></p><ul><li>Selecting features, building and optimizing classifiers using machine learning techniques</li><li>Data mining using state-of-the-art methods</li><li>Identify valuable data sources and automate collection processes. Extending company’s data with third party sources of information when needed</li><li>Enhancing data collection procedures to include information that is relevant for building analytic systems</li><li>Processing, cleansing, and verifying the integrity of data used for analysis</li><li>Doing ad-hoc analysis and presenting results in a clear manner</li><li>Creating automated anomaly detection systems and constant tracking of its performance</li><li>Undertake preprocessing of structured and unstructured data</li><li>Analyze large amounts of information to discover trends and patterns</li><li>Build predictive models and machine-learning algorithms</li><li>Combine models through ensemble modeling</li></ul><p><b>Qualifications and Core Competencies: </b></p><ul><li>Practical ability to visualize data, communicate the data, and utilize it effectively</li><li>Extensive experience solving analytics problems using quantitative approaches</li><li>Strong knowledge of statistical methods generally, and particularly in the areas of modeling and business analytics</li><li>Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources</li><li>Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner</li></ul><p><b>Technical Skills: </b></p><ul><li>Expertise with SQL database. Experience working with large data sets</li><li>Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.</li><li>Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, Scikit etc.</li><li>Experience with applications or tools such as RapidMiner, KNIME, or Big ML. Excellence in at least one of these is highly desirable.</li><li>Experience with Qlikview a plus</li></ul><p><b>Education and/or Experience: </b></p><ul><li>Degree in Applied Math, Economics, Statistics, Computer Science or other quantitative field. MS preferred</li></ul><p>Job Type: Full-time</p><p>Experience:</p><ul><li>Qlikview: 2 years</li><li>machine learning techniques and algorithms: 3 years</li><li>common data science toolkits: 3 years</li><li>Large SQL data sets: 3 years</li></ul><p>Education:</p><ul><li>Bachelor's</li></ul><p>Location:</p><ul><li>New York, NY</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",16 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Smith Hanley Associates,"<span id=""job_summary"" class=""summary""><div>Contact: Rachel Pereira<br>
rpereira@smithhanley.com<br>
<br>
Title: Data Scientist<br>
Salary to $125,000<br>
<br>
Exciting opportunity to join a high performing analytics team!<br>
<br>
In this role, you will build advanced analytic models and craft strategic recommendations to enable the organization to deliver product offerings to the customer base.<br>
<br>
Data Scientist Responsibilities:<br>
<br>
<ul><li>Develop, design and implement predictive models and provide evaluation of results.</li><li>Ensure that data is regularly reviewed and updated</li><li>Review model build parameters and monitor model performance.</li><li>Collaborate with internal marketing colleagues and so as to define and craft predictive models</li></ul><br>
Data Scientist Qualifications:<br>
<br>
<ul><li>Bachelor's or Master's degree in computer science, statistics or a related field</li><li>At least 3 years experience working with large datasets for for building advanced analytics,</li><li>Experience with big data technology such as Hadoop, Hive, PIG, Hortonworks, and Cloudera</li><li>Expertise in machine learning and statistical modeling methods such as regression analysis, clustering, outlier detection, novelty detection, decision trees</li></ul><br>
#GD</div></span>",18 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,Dun & Bradstreet,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Why We Work at Dun &amp; Bradstreet
</b></h2><br>
<p>Life here at Dun &amp; Bradstreet is changing – for the better. With almost two centuries of experience and a new modern vibe, work at D&amp;B has never been more exhilarating. Our purpose is to grow the most valuable relationships in business by uncovering truth and meaning in data. We’re wildly passionate about our purpose, and it has us evolving everything we do – from how we engage with our customers to how we energize one another. So if you thrive in a fluid, agile culture but want the solidity of a storied and commanding brand, come join us!
</p><br>
<p>As a Data Scientist in the Advanced Analytic Services team, you will be required to have the following background education and experience and the ability to fulfill the following essential responsibilities. We also list preferred qualifications that are not required, but would be beneficial.
</p><br>
<p><b>Basic Requirements
</b></p><ul><li>Ph.D. or (Masters + 3 yrs of relevant experience) in a quantitative / applied field (Statistics, Econometrics, Computer Science, Operations Research, Mathematics, Engineering). Good academic credentials.
</li><li>Strong programming skills and modeling experience utilizing Python, R and/ or SAS
</li><li>Strong SQL skills and experience working with large (big) datasets
</li><li>Strong client collaboration skills, including the ability to build and maintain relationships with clients
</li><li>Ability to advise team on the innovative methodologies, data science tools and environments.
</li><li>Knowledge of evolving data science concepts and best practices including big data, NLP, graph analysis, non-regressive methods, and unstructured data synthesis
</li><li>Ability to effectively communicate complex ideas to both a technical and non-technical audience
</li><li>Strong knowledge of MS office tools
</li><li>Creative and inquisitive in nature, flexibility to learn and apply new methodologies
</li></ul><br>
<p><b>Essential Responsibilities
</b></p><ul><li>Engage clients with the D&amp;B colleagues to identify their business needs and develop, implement, and manage solutions
</li><li>Establish and maintain strong relationships with key business stakeholders
</li><li>Participate in all aspects of a modeling engagement, including design, development, validation, calibration, documentation, approval, implementation, monitoring, and reporting
</li><li>Develop Global Analytic Solutions inclusive but not limited to statistical models based on D&amp;B’s established best practices, methodologies, and tools.
</li><li>Research complex business issues and recommend solutions, including model inputs and end products
</li><li>Serve as a Subject Matter Expert on predictive models within the Advanced Analytic Services team and with business users; consult with the business, as appropriate, on predictive modeling solutions.
</li><li>Keep up with academic literature and industry best practices. Identify business relevance of new methods and work with cross functional teams to create prototypes, assist in creating business case, and go to market strategy.
</li><li>Validate the performance of existing quantitative risk models and recommend changes when necessary
</li><li>Develop a solid working knowledge of how current systems and data sources are used in existing predictive modeling projects; Drive timely retrieval of risk analytics data from existing systems to create algorithms that meet business needs
</li><li>Ability to manage multiple assignments, many of which with challenging timelines
</li><li>Ability to work independently, as well as collaborate effectively in a team environment
</li></ul><br>
<p><b>Preferred Qualifications
</b></p><ul><li>Experience working with very large datasets
</li><li>Experience in feature engineering, network analysis or NLP
</li><li>Experience working with outside clients on statistical engagements
</li><li>Ability to program in other statistical analysis languages
</li><li>Experience applying modern machine learning techniques
</li><li>Strong technical writing skills
</li></ul><br>
<br>
<br>
<br>
<p>Dun &amp; Bradstreet is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, age, national origin, citizenship status, disability status, sexual orientation, gender identity or expression, pregnancy, genetic information, protected military and veteran status, ancestry, marital status, medical condition (cancer and genetic characteristics) or any other characteristic protected by law.
</p><p><br>
We are committed to Equal Employment Opportunity and providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with Dun &amp; Bradstreet and need special assistance or an accommodation to use our website or to apply for a position, please send an e-mail with your request to TalentAcquisitionTeam@dnb.com. Determination on requests for reasonable accommodation are made on a case-by-case basis.
</p><br>
<p>Please note that all Dun &amp; Bradstreet job postings can be found at https://dnb.wd1.myworkdayjobs.com/Careers and all communication from Dun &amp; Bradstreet will come from an email address ending in @dnb.com.</p></div></span>",150 reviews,"Short Hills, NJ",40.7483499,-74.3232194
Data Scientist,Networkers,"<span id=""job_summary"" class=""summary""><p><b>Data Scientist</b></p><p>Looking for a top-down thinker with excellent communications skills and a great problem solver. As the Data Scientist, you need to understand data flow and data lineage as well as machine learning based reconciliations solutions. The Data Scientist will need to have the knowledge how to optimization engine for collateral management.</p><p><b>Data Scientist Requirements: </b></p><ul><li>Strong hands-on programming experience in R, Python, Java (Scala a plus)</li><li>Hands-on experience implementing machine learning algorithms</li><li>5+ years of experience in engineering supervised and unsupervised learning systems</li><li>Experience using Apache Spark 2.0 (core, SQL, ML)</li><li>Experience in REST based web services development</li><li>M.S. in Computer Science, Statistics, Machine Learning, Applied Math. PhD preferred</li></ul><p><b>What will set you apart: </b></p><ul><li>Experience using TensorFlow, Keras, Pytorch, H20</li><li>Experience in deep learning</li></ul><p><b>Due to the urgent nature of this position, candidates must be authorized to work for any US Employer. No C2C or sponsorship.</b></p><p>Job Type: Full-time</p><p>Experience:</p><ul><li>Engineering: 5 years</li></ul><p>Education:</p><ul><li>Master's</li></ul><p>Location:</p><ul><li>New York, NY</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",13 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,BMW North America,"<span id=""job_summary"" class=""summary""><div><div>&lt;P style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""&gt;BMW Financial Services NA, LLC is one of the twenty-six worldwide subsidiaries of the Financial Services Division of BMW AG. Our momentum is moving at such a rapid pace that we continually exceed average international growth rates and we constantly create new opportunities for our employees worldwide. Be a part of our exciting growth by expressing interest in our Data Scientist position located at our Woodcliff Lake, NJ office.&amp;nbsp;&lt;BR&gt;&lt;/P&gt;&lt;P style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""&gt;As the Data Scientist you will lead predictive analytics activities within the Risk Strategy Group, including all statistically based modeling and methodology selection with focus on residual setting and expected loss forecasting within. You will cultivate knowledge and understanding of statistics within all risk management areas. Serve as a subject matter expert for the Risk Group as well as all BMW FS in matters of data analytics methods and approaches. You are responsible for model governance framework. &lt;BR&gt;You will define and maintain model governance framework for all risk related models. This includes leading predictive analytics efforts as they relate to model development, validation, back testing and stress testing responsibilities documentation as well as frequency of specific activities with the consideration of BMW HQ guidelines. &lt;BR&gt;You will oversee the development, monitoring, and enhancement to residual loss reserve models (including lease return volume) and residual setting models. As well as assure that these models are appropriately documented, maintained, validated and updated as needed. You will constantly question and enhance status quo to predict the future with latest available intelligence. You are also responsible for communicating statistical concepts and their implementation into models to various business stakeholders and partners. &lt;BR&gt;In addition, you will be responsible for suggesting improvements and enhancements to central models in order to reflect market risk more accurately. &lt;BR&gt;You will lead and manage information technology initiatives within the Risk Management group by participating various data collection and analysis projects.&amp;nbsp;&lt;BR&gt;&amp;nbsp;&amp;nbsp;&lt;/P&gt;&lt;P style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""&gt;&lt;BR&gt;Join the BMW Financial Services team and enjoy a high-performance benefits &lt;BR&gt;package which includes: &lt;BR&gt;&lt;/P&gt;&lt;P style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""&gt;Company paid medical, dental and vision insurance &lt;BR&gt;Employee car program &lt;BR&gt;401(k) savings plan &lt;BR&gt;Retirement Income Account (RIA) &lt;BR&gt;&lt;BR&gt;Even more so than the generous compensation and benefits, the culture and values of BMW Financial Services make it the ultimate working environment.&amp;nbsp;These values include such things as, Responsibility, Appreciation, Transparency, Trust, and Openness. We allow these values to guide the way we conduct ourselves and our business. &lt;BR&gt;&lt;BR&gt;What are you waiting for? Put yourself in the driver's seat of your career and apply for our&amp;nbsp;Data Scientist&amp;nbsp;position today! &lt;BR&gt;&lt;BR&gt;&lt;/P&gt;
&lt;P style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""&gt;&lt;STRONG&gt;Minimum Requirements:&lt;/STRONG&gt; &lt;BR&gt;Bachelor’s Degree in Finance or other Quantitative discipline &lt;BR&gt;5-7 years use of data acquisition, analysis and reporting tools and experience with their use on large relational databases (SQL experience a plus) &lt;BR&gt;3-5 years experience in Consumer Finance, Banking or Automotive Industry &lt;BR&gt;5-7 years experience with MS Excel, Word, and PowerPoint &lt;BR&gt;&lt;BR&gt;Demonstrated proficiency in predictive analytics, communicating results, and applied statistics. Technical SAS knowledge (or similar software) &lt;BR&gt;&lt;BR&gt;&lt;BR&gt;&lt;BR&gt;&lt;STRONG&gt;Preferences:&lt;/STRONG&gt; &lt;BR&gt;Masters Degree in Business Administration or Economics, with mathematical or statistical background or equivalent knowledge &lt;BR&gt;Automotive Lending experience &lt;BR&gt;&lt;/P&gt;</div></div></span>","1,958 reviews","Woodcliff Lake, NJ",41.0234304,-74.06652969999999
Data Scientist,Stacey Kostue Consulting,"<span id=""job_summary"" class=""summary""><p><b>Summary: </b></p><p>The Data Scientist is responsible for exploring, examining, analyzing and visualizing data from multiple disparate sources to develop new products based on the data gathered; has strong business acumen, along with an effective ability to communicate findings to both business and technology leaders. The prime candidate will have the ability to analyze incoming data from multiple business domains and build a data platform upon which to build multiple data-driven applications. The person will be responsible for designing and implementing processes and layouts for complex, large-scale data sets used for aggregation, statistical and research purposes.</p><p><b>Essential Duties and Responsibilities</b><b>: </b></p><ul><li>Selecting features, building and optimizing classifiers using machine learning techniques</li><li>Data mining using state-of-the-art methods</li><li>Identify valuable data sources and automate collection processes.Extending company’s data with third party sources of information when needed</li><li>Enhancing data collection procedures to include information that is relevant for building analytic systems</li><li>Processing, cleansing, and verifying the integrity of data used for analysis</li><li>Doing ad-hoc analysis and presenting results in a clear manner</li><li>Creating automated anomaly detection systems and constant tracking of its performance</li><li>Undertake preprocessing of structured and unstructured data</li><li>Analyze large amounts of information to discover trends and patterns</li><li>Build predictive models and machine-learning algorithms</li><li>Combine models through ensemble modeling</li><li>Present information using data visualization techniques</li><li>All other duties as assigned by management</li></ul><p>Job Type: Full-time</p></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Glocomms,"<span id=""job_summary"" class=""summary""><div><div>Position Title: Data Scientist</div><div>
Salary: $150,000- $200,000</div><br>
<div>
Do you find yourself to be someone who is extremely analytical and one for solving complex problems for fun? A nationally recognized Insurance company is actively looking for a Data Scientist who is competitive, detail-oriented, and motivated to become the newest addition to their AI team which is based in their New York City office. The team works on a variety of analytical projects which directly impact the business and are highly focused on the implementation of machine learning for many aspects of the business. This award winning company is known for having an amazing training program along with a team-oriented environment that they pride themselves on. They also have modern office spaces along with an on site gym and café on the ground level. Their leadership core is one that is second to none as their managers and directors are very supportive and have the employees best interest set in place.</div><br>
<div><b>
The future position holder will be responsible for:</b></div><ul><li><div>
Working with the Data Science engineers on various analytical processes</div></li><li><div>
Using machine learning techniques and different NLP methods and systems</div></li><li><div>
Completing all phases of the data science product cycle</div></li><li><div>
Communicating all results within the team and Senior level managers</div></li></ul><br>
<div><b>
Ideal candidate qualifications:
</b></div><ul><li><div>3+ years in a Data Analyst or Data Science role</div></li><li><div>
Strong critical thinking and problem solving skills</div></li><li><div>
SQL Experience</div></li><li><div>
Experience with languages such as Python, Scala, or Java</div></li><li><div>
Masters Degree in Computer Science, Data Science, or Mathematics</div></li></ul></div></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Simon Data,"<span id=""job_summary"" class=""summary"">ABOUT US
<br><br>
Simon Data was founded in 2015 by a team of successful serial entrepreneurs. We're a data-first marketing platform startup, and we approach our work seriously; we tackle problems in a scrappy and disruptive fashion, yet we build for scale to support our clients at big data volume.
<br><br>
We are the first and only enterprise customer data platform with a fully-integrated marketing cloud. Moving beyond the limitations of both categories, Simon’s platform empowers businesses to leverage enterprise-scale big data and machine learning to power customer communications in any channel. Simon’s unique approach allows brands to develop incredible personalization capabilities without needing to build and maintain massive bespoke data infrastructure.
<br><br>
Our culture is rooted in organizational transparency, empowering individuals, and an attitude of getting things done. If you want to be a valuable contributor on a team that cultivates these core values we would love to hear from you.
<br><br>
THE ROLE
<br><br>
As a Data Scientist at Simon, you will be working as part of a collaborative/user focused team and be responsible for designing and building smart systems that drive revenue—our statistical models are at the core of our product, and will only become more so as we continue to develop and add features. We take an approach to ML that is data-first, and requires principled modeling decisions: we don’t believe in theory-crafting models before we have collected the data that will power them, as well as built out the business process that will continue to generate that data. In the model building process, we prioritize interpretable models whose training and performance yield insights about the underlying process, along with optimizing the selected objective.
<br><br>
Our technologies of choice are Python in the backend and React/Redux in the frontend, and our tech stack includes Django, MySQL, Redshift, S3, DynamoDB, and Elasticsearch storage, asynchronous tasks over RabbitMQ, and distributed data processing over Elastic MapReduce and Spark.
<br><br>
WHAT YOU’LL DO
<br><br>
<ul>
<li>Build ML products that leverage Simon’s extraordinary data access to drive real business value</li>
<li>Build high-quality statistical models by executing the entire model-building process, including data cleaning, feature extraction, model selection, and predictive validation</li>
<li>Contribute to the tooling and interfaces used to support the data science process at Simon</li>
<li>Represent Simon DS in conversations with stakeholders at our client companies</li>
<li>Advance Simon as a thought leader in data science, by writing blog posts and papers, and presenting at industry conferences</li>
<li>Guide internal product and technology strategy by representing data science perspectives and requirements in conversations with your peers</li>
</ul>
QUALIFICATIONS
<br><br>
<ul>
<li>Ph.D. in Statistics/Machine Learning, or equivalent</li>
<li>Excellent communication of statistical concepts to expert &amp; non-expert audiences</li>
<li>Broad and up-to-date knowledge of machine learning models (and their performance characteristics) for classification and regression tasks</li>
<li>Specific experience designing and building machine-learning models</li>
<li>Fluency in at least one statistical coding environment (numpy/pandas, R, etc.)</li>
<li>Comfort coding in at least one non-statistical language (e.g. Python or Java, not R or Matlab)</li>
<li>Fluency in SQL</li>
<li>Production-level software engineering experience is a plus</li>
<li>Expertise in causal inference, experiment design, reinforcement learning, and related fields is a plus</li>
</ul>
Visa sponsorship for this role is currently not available.
<br><br>
Diversity
<br><br>
We’re proud to be an equal opportunity employer open to all qualified applicants regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, Veteran status, or any other legally protected status.</span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Infomatics Corp,"<span id=""job_summary"" class=""summary""><p>We are looking for Experienced IT professional as <b>Data Scientist</b> for one of the opening in <b>Manhattan,NY</b>. The candidate must have <b>8-10 YEARS</b> of experience as data Scientist . The candidate must meet below Requirements .</p><p><b>Requirements: -</b></p><ul><li>The candidate must have <b>8-10 years</b> of experience as <b>Data Scientist </b>or <b>business Analyst</b> .</li><li>Must have experience in <b>Hadoop</b> and <b>Hive.</b></li><li>Must be proficient With <b>Hadoop</b> and <b>SQL skills</b>.</li><li><b>Candidate Should be able to come for Face to Face interview .</b></li></ul><p><b>Education : - </b></p><ul><li>4 Years degree from accredited university or collage</li><li>masters degree from accredited university or collage.</li></ul><p><b>""Infomatics Corp is an Equal Opportunity Employer. All qualified applicants will be considered for employment without regard to race, color, sex, religion, age, physical or mental disability, veteran status, citizenship status or any other status protected by federal, state or local law.""</b></p><p>Job Types: Full-time, Contract</p><p>Experience:</p><ul><li>data scientist: 8 years</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",,"Manhattan, NY",40.7830603,-73.9712488
Data Scientist,First Soft Solutions LLC,"<span id=""job_summary"" class=""summary""><p><b>Job Summary</b></p><p>1. Machine Learning Techniques, both Supervised and Unsupervised</p><p>2. Natural Language Processing (NLP) and Generation (NLG)</p><p>3. Text mining.</p><p>4. Data Visualization</p><p>5. R</p><p>6. Python</p><p>7. Good understanding and experience with Big Data tools such as HIVE, PIG, Hadoop etc</p><p><b>Responsibilities and Duties</b></p><p>1. Machine Learning Techniques, both Supervised and Unsupervised</p><p>2. Natural Language Processing (NLP) and Generation (NLG)</p><p>3. Text mining</p><p>4. Data Visualization</p><p>5. R</p><p>6. Python</p><p>7. Good understanding and experience with Big Data tools such as HIVE, PIG, Hadoop etc</p><p><b>Qualifications and Skills</b></p><p>1. Machine Learning Techniques, both Supervised and Unsupervised</p><p>2. Natural Language Processing (NLP) and Generation (NLG)</p><p>3. Text mining</p><p>4. Data Visualization</p><p>5. R</p><p>6. Python</p><p>7. Good understanding and experience with Big Data tools such as HIVE, PIG, Hadoop etc</p><p>Job Types: Full-time, Contract</p><p>Experience:</p><ul><li>Machine Learning: 1 year</li><li>Python: 1 year</li></ul></span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,Dataminr,"<span id=""job_summary"" class=""summary""><b>Type:</b> Full Time
<br><b>Min. Experience:</b> Experienced
<br><br>
<b>Who we are:</b><br>
We are Dataminr, the leading company that turns social media into real-time, actionable alerts. Our ability to find and deliver information faster than any traditional source has completely revolutionized how critical, relevant and actionable information reaches the news, finance, public sector and corporate security industries.
<br><br>
We are one of the most exciting companies to work for and have been referred to as the “super tool of journalists and hedge funds” while also receiving numerous accolades from professionals in both the corporate security area and public sector. We’ve been named to CNBC’s Disruptor 50 list in 2014 and 2016, the Forbes FinTech 50 list in 2016, added to the AlwaysOn Global 250 Top Private Companies list and received an invitation to speak at the World Economic Forum.
<br><br>
Headquartered in New York City and nearing 400 employees, Dataminr provides a challenging and dynamic environment where everyone feels that they have the freedom to be innovative, impactful and influential. Our culture promotes team interaction, work-life balance and the sharing of information and ideas because it empowers us to do our best work and have fun. If you want to be a part of the most interesting and exciting high-growth tech company in New York, please keep reading!
<br><br>
<b>Who you are:</b><br>
You're a dedicated Data Scientist who wants nothing more than to help us sort, analyze and deliver relevant information from terabytes of unstructured data in the social media space. You will build machine learning models to transform social media feeds into actionable items. You will also work with engineers, product managers and other teams to solve challenging problems with your data science skills.
<br><br>
Desired Skills &amp; Experience
<br><br>
<ul>
<li>Ph.D. in Computer Science, Math, Statistics or Machine Learning</li>
<li>2+ years of work experience in machine learning and natural language processing required</li>
<li>Extensive programming experience in Java, Scala or Python, ability to work on projects with minimal engineering support</li>
<li>Experience with Spark, Hadoop/MapReduce and machine learning frameworks</li>
<li>Ability to communicate complex quantitative results in a clear, precise and actionable manner</li>
<li>Self-motivation and an ability to handle multiple competing priorities in a fast-paced environment</li>
<li>Ability to work both independently and collaboratively within a team</li>
</ul>
<b>Our offering of competitive benefits and perks include:</b><br>
<ul>
<li>Company paid benefits for employees and their dependents, such as medical, dental, vision, disability and life</li>
<li>Flexible spending account to be used for out-of-pocket medical, transit, parking and dependent care expenses</li>
<li>401(k) savings plan</li>
<li>Generous leave</li>
<li>Daily catered lunch</li>
<li>A kitchen fully stocked with snacks and beverages</li>
<li>Discounted Gym Membership</li>
</ul>
Dataminr is an equal opportunity and affirmative action employer. Individuals seeking employment at Dataminr are considered without regards to race, sex, color, creed, religion, national origin, age, disability, genetics, marital status, pregnancy, unemployment status, sexual orientation, citizenship status or veteran status.
<br><br>
#LI-ID
<br>------</span>",3 reviews,"New York, NY",40.7127753,-74.0059728
Data Scientist,SpinCar,"<span id=""job_summary"" class=""summary"">SpinCar , a leading provider of 360-degree imaging software to the automotive industry, is seeking a software engineer with a focus on computer vision and machine learning. You will help define SpinCar’s artificial intelligence strategy, contribute to projects for web and mobile platforms, and collaborate with front- and back-end developers. This is a unique opportunity to join a growing team of talented engineers and have a direct impact on software used by thousands of customers.
<br><br>
This is a mid-level position ideal for a candidate with strong machine learning and programming skills and 2+ years of work experience.
<br><br>
Requirements
<br><br>
Bachelor’s or advanced degree in computer science or a related field
<br><br>
2 years of professional experience as a data scientist or programmer
<br><br>
Hands-on experience with image classification
<br><br>
Knowledge of multiple machine learning frameworks
<br><br>
Knowledge of Python, including OpenCV, Scikit-learn, and Keras or PyTorch
<br><br>
Comfortable with Linux command line and Git
<br><br>
Bonus points for
<br><br>
AWS, especially SageMaker and Rekognition
<br><br>
iOS app development / Swift
<br><br>
SQL
<br><br>
Perks
<br><br>
Health, dental and retirement benefits available
<br><br>
Casual dress code
<br><br>
Office space in NYC’s Gramercy neighborhood</span>",,"New York, NY",40.7127753,-74.0059728
Data Scientist,MetroPlus Health Plan,"<span id=""job_summary"" class=""summary""><div><div><div><b>Marketing Statement</b></div><p>
MetroPlus Health Plan provides the highest quality healthcare services to residents of Bronx, Brooklyn, Manhattan, Queens and Staten Island through a comprehensive list of products, including, but not limited to, New York State Medicaid Managed Care, Medicare, Child Health Plus, Exchange, Partnership in Care, MetroPlus Gold, Essential Plan, etc. As a wholly-owned subsidiary of NYC Health + Hospitals, the largest public health system in the United States, MetroPlus’ network includes over 27,000 primary care providers, specialists and participating clinics. For more than 30 years, MetroPlus has been committed to building strong relationships with its members and providers to enable New Yorkers to live their healthiest life.</p><p><b>
Position Overview</b></p><p>
The Data Scientist will be tasked with leading data science projects to discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better care to our members. The primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems to integrate with our products. The Data Scientist will be responsible for jobs that span three domains of skills: statistical/mathematical reasoning, business communication/leadership, and programming. Teamwork is essential as this role requires collaborating with various subject matter experts, management, and other industry leaders. This position requires an analytical-minded individual with experience in healthcare and enjoys working in a fast-paced, challenging, but rewarding environment.</p><div><b>
Job Description</b></div><ul><li>
Solve business problems, and find patterns and insights within structured and unstructured data</li><li>
Implement new statistical or other mathematical methodologies as needed for specific models or analysis</li><li>
Use algorithms and programming to efficiently go through large datasets and apply treatments, filters and conditions to the data.</li><li>
Create meaningful data visualizations to communicate findings and relate them back to how they create business impact.</li><li>
Collaborate with departments to understand company needs and devise possible solutions</li><li>
Optimize joint development efforts through appropriate database use and project design</li><li>
Communicate results and ideas to key decision makers</li><li>
Communicate, as needed, with the NYS or city Departments of Health on relevant analyses</li><li>
Use programming expertise, such as SAS, SQL, and Crystal Reports, to develop and maintain reports</li><li>
Keep up-to-date with latest technology trends</li><li>
Perform other duties as required</li></ul><div><b>
Minimum Qualifications</b></div><ul><li>
5+ years’ practical experience with SAS, ETL, data processing, database programming and data analytics</li><li>
Extensive background in data mining and statistical analysis and skills, such as distributions, statistical testing, regression, etc.)</li><li>
Able to understand various data structures and common methods in data transformation</li><li>
Excellent pattern recognition and predictive modeling skills</li><li>
Experience with data visualization tools</li><li>
Good scripting and programming skills</li><li>
Great communication skills</li><li>
Bachelor’s degree preferred</li><li>
Strong understanding of Quality, Care and Utilization Management and Measurement reporting</li><li>
Experience with HEDIS, QARR, Medicare Stars preferred Knowledge of medical coding</li></ul><p><b>
Professional Competencies</b></p><ul><li>
Integrity and Trust</li><li>
Customer Focus</li><li>
Functional/Technical skills</li><li>
Written/Oral Communication</li></ul><div><b>
How To Apply</b></div><p>
If you wish to apply for this position, please apply online by clicking the ""Apply Now"" button or forward your resume, noting the above Job ID #, to:<br>
<br>
MetroPlus Health Plan<br>
Human Resources Department<br>
160 Water Street 8th Floor<br>
New York, NY 10038<br>
Attn: Recruitment Unit</p></div>
<br>
<div>This is position is classified as a managerial title, in addition to a variety options for Health Benefits through MetroPlus, managerial employees receive vision, dental, gym reimbursement and life insurance benefits through the Management Benefits fund of the City of New York. Please view the benefits page for more detailed information.</div></div></span>",96 reviews,"New York, NY",40.7127753,-74.0059728
